,date,amount,transaction_id,rate,flat_fee,product,rate_fee,total_fees
139317,2021-01-05 06:12:19,1228,pp_1619849539368570228,0.025,2.0,pp,30.700000000000003,32.7
114298,2021-01-05 07:01:13,53,pos_1619852473189105053,0.01,2.0,pos,0.53,2.5300000000000002
118916,2021-01-05 07:17:25,69,pos_1619853444778092069,0.01,2.0,pos,0.6900000000000001,2.69
79124,2021-01-05 07:38:25,143,pos_1619854705012885143,0.01,2.0,pos,1.43,3.4299999999999997
47804,2021-01-05 07:50:20,211,pr_1619855419853792211,0.03,0.0,pr,6.33,6.33
137347,2021-01-05 07:57:00,2749,pp_1619855819815045749,0.025,2.0,pp,68.72500000000001,70.72500000000001
91354,2021-01-05 08:26:34,1289,pp_1619857594281208289,0.025,2.0,pp,32.225,34.225
8132,2021-01-05 08:28:39,2018,pr_1619857719296058018,0.03,0.0,pr,60.54,60.54
28600,2021-01-05 08:44:13,1851,pr_1619858652788272851,0.03,0.0,pr,55.53,55.53
112377,2021-01-05 08:47:50,2029,pr_1619858869973284029,0.03,0.0,pr,60.87,60.87
20879,2021-01-05 08:55:33,1646,pr_1619859332720606646,0.03,0.0,pr,49.379999999999995,49.379999999999995
109821,2021-01-05 08:56:19,584,pr_1619859379380529584,0.03,0.0,pr,17.52,17.52
78462,2021-01-05 08:58:58,1167,pp_1619859538289648167,0.025,2.0,pp,29.175,31.175
31924,2021-01-05 09:22:32,122,pr_1619860951798873122,0.03,0.0,pr,3.6599999999999997,3.6599999999999997
21248,2021-01-05 09:41:20,1289,pp_1619862080302878289,0.025,2.0,pp,32.225,34.225
115657,2021-01-05 09:46:06,1150,pr_1619862365970243150,0.03,0.0,pr,34.5,34.5
82041,2021-01-05 10:09:57,1381,pr_1619863796725092381,0.03,0.0,pr,41.43,41.43
17709,2021-01-05 10:40:01,86,pos_1619865601284771086,0.01,2.0,pos,0.86,2.86
117806,2021-01-05 10:46:53,203,pr_1619866013078399203,0.03,0.0,pr,6.09,6.09
137136,2021-01-05 10:57:55,469,pp_1619866675414550469,0.025,2.0,pp,11.725000000000001,13.725000000000001
85306,2021-01-05 11:02:24,2167,pr_1619866944052096167,0.03,0.0,pr,65.00999999999999,65.00999999999999
56516,2021-01-05 11:19:05,32,pos_1619867945237852032,0.01,2.0,pos,0.32,2.32
98545,2021-01-05 11:23:07,1463,pr_1619868187191961463,0.03,0.0,pr,43.89,43.89
23711,2021-01-05 11:26:24,328,pr_1619868384414022328,0.03,0.0,pr,9.84,9.84
70360,2021-01-05 11:51:06,410,pr_1619869865760243410,0.03,0.0,pr,12.299999999999999,12.299999999999999
27357,2021-01-05 11:53:31,2924,pp_1619870011437802924,0.025,2.0,pp,73.10000000000001,75.10000000000001
68829,2021-01-05 12:21:54,101,pr_1619871714318863101,0.03,0.0,pr,3.03,3.03
14138,2021-01-05 12:27:14,57,pos_1619872034019195057,0.01,2.0,pos,0.5700000000000001,2.5700000000000003
122523,2021-01-05 12:35:23,66,pr_1619872523078367066,0.03,0.0,pr,1.98,1.98
91835,2021-01-05 13:03:57,204,pr_1619874237335364204,0.03,0.0,pr,6.12,6.12
57809,2021-01-05 13:06:09,1683,pp_1619874369271780683,0.025,2.0,pp,42.075,44.075
90881,2021-01-05 13:11:03,488,pr_1619874663486942488,0.03,0.0,pr,14.639999999999999,14.639999999999999
20481,2021-01-05 13:12:30,940,pp_1619874750231865940,0.025,2.0,pp,23.5,25.5
17260,2021-01-05 13:14:24,1331,pr_1619874863834859331,0.03,0.0,pr,39.93,39.93
114771,2021-01-05 13:15:27,579,pr_1619874927260940579,0.03,0.0,pr,17.37,17.37
37349,2021-01-05 13:31:35,634,pp_1619875895252642634,0.025,2.0,pp,15.850000000000001,17.85
127831,2021-01-05 13:37:11,1375,pr_1619876231362145375,0.03,0.0,pr,41.25,41.25
69014,2021-01-05 13:55:30,1240,pr_1619877330376392240,0.03,0.0,pr,37.199999999999996,37.199999999999996
89889,2021-01-05 13:57:09,1479,pr_1619877429391294479,0.03,0.0,pr,44.37,44.37
53850,2021-01-05 14:08:30,1369,pr_1619878109658326369,0.03,0.0,pr,41.07,41.07
44684,2021-01-05 14:12:57,215,pr_1619878377182600215,0.03,0.0,pr,6.45,6.45
94356,2021-01-05 14:15:10,806,pr_1619878510478486806,0.03,0.0,pr,24.18,24.18
95322,2021-01-05 14:33:34,632,pr_1619879613647736632,0.03,0.0,pr,18.96,18.96
2054,2021-01-05 14:58:50,12,pos_1619881129538480012,0.01,2.0,pos,0.12,2.12
55956,2021-01-05 15:05:16,268,pos_1619881516092275268,0.01,2.0,pos,2.68,4.68
86686,2021-01-05 15:12:33,13,pos_1619881952940840013,0.01,2.0,pos,0.13,2.13
117952,2021-01-05 15:29:40,1027,pr_1619882980117991027,0.03,0.0,pr,30.81,30.81
2929,2021-01-05 15:40:06,157,pos_1619883606081606157,0.01,2.0,pos,1.57,3.5700000000000003
38404,2021-01-05 16:43:43,789,pp_1619887423484841789,0.025,2.0,pp,19.725,21.725
7784,2021-01-05 17:12:37,16,pos_1619889157348308016,0.01,2.0,pos,0.16,2.16
92215,2021-01-05 17:15:49,2030,pr_1619889349024095030,0.03,0.0,pr,60.9,60.9
63970,2021-01-05 19:10:02,161,pos_1619896202247967161,0.01,2.0,pos,1.61,3.6100000000000003
89840,2021-01-05 19:14:30,703,pp_1619896469554151703,0.025,2.0,pp,17.575,19.575
75176,2021-01-05 19:22:21,105,pos_1619896941108105105,0.01,2.0,pos,1.05,3.05
22830,2021-01-05 19:40:29,225,pos_1619898028909236225,0.01,2.0,pos,2.25,4.25
3270,2021-01-05 21:23:01,1528,pp_1619904180700227528,0.025,2.0,pp,38.2,40.2
89012,2021-01-05 21:24:39,160,pos_1619904278893108160,0.01,2.0,pos,1.6,3.6
13965,2021-01-05 21:57:47,51,pos_1619906266652657051,0.01,2.0,pos,0.51,2.51
18644,2021-01-05 22:36:57,465,pr_1619908616899945465,0.03,0.0,pr,13.95,13.95
68936,2021-01-06 00:23:39,197,pp_1622507018876825197,0.025,2.0,pp,4.925000000000001,6.925000000000001
52226,2021-01-06 00:26:04,2490,pp_1622507164147878490,0.025,2.0,pp,62.25,64.25
141063,2021-01-06 01:09:38,290,pr_1622509778314882290,0.03,0.0,pr,8.7,8.7
38549,2021-01-06 01:14:43,1169,pr_1622510083136347169,0.03,0.0,pr,35.07,35.07
450,2021-01-06 01:42:44,2130,pr_1622511764111891130,0.03,0.0,pr,63.9,63.9
53487,2021-01-06 03:33:46,23,pr_1622518426437229023,0.03,0.0,pr,0.69,0.69
69355,2021-01-06 04:16:59,387,pp_1622521018501579387,0.025,2.0,pp,9.675,11.675
7212,2021-01-06 04:27:23,501,pr_1622521642793910501,0.03,0.0,pr,15.03,15.03
107736,2021-01-06 04:53:43,1712,pr_1622523222719654712,0.03,0.0,pr,51.36,51.36
56592,2021-01-06 04:58:43,1691,pr_1622523523346820691,0.03,0.0,pr,50.73,50.73
112766,2021-01-06 05:28:40,771,pp_1622525320276071771,0.025,2.0,pp,19.275000000000002,21.275000000000002
128899,2021-01-06 05:51:20,269,pr_1622526679751500269,0.03,0.0,pr,8.07,8.07
18001,2021-01-06 06:31:37,1761,pr_1622529097065520761,0.03,0.0,pr,52.83,52.83
131501,2021-01-06 06:46:33,916,pr_1622529992610844916,0.03,0.0,pr,27.48,27.48
6808,2021-01-06 07:00:31,1597,pp_1622530830645768597,0.025,2.0,pp,39.925000000000004,41.925000000000004
18054,2021-01-06 07:09:05,1502,pr_1622531344776218502,0.03,0.0,pr,45.059999999999995,45.059999999999995
89728,2021-01-06 07:12:30,1352,pp_1622531549625538352,0.025,2.0,pp,33.800000000000004,35.800000000000004
30550,2021-01-06 07:31:34,2096,pr_1622532694185354096,0.03,0.0,pr,62.879999999999995,62.879999999999995
111254,2021-01-06 07:32:06,61,pp_1622532726499994061,0.025,2.0,pp,1.5250000000000001,3.5250000000000004
69607,2021-01-06 07:45:59,1306,pp_1622533559231389306,0.025,2.0,pp,32.65,34.65
42884,2021-01-06 07:47:06,1368,pp_1622533625506513368,0.025,2.0,pp,34.2,36.2
61278,2021-01-06 08:14:47,663,pr_1622535286839940663,0.03,0.0,pr,19.89,19.89
89338,2021-01-06 08:41:41,346,pr_1622536901456094346,0.03,0.0,pr,10.379999999999999,10.379999999999999
10548,2021-01-06 08:55:58,585,pr_1622537757529881585,0.03,0.0,pr,17.55,17.55
79774,2021-01-06 08:57:35,1119,pr_1622537854985364119,0.03,0.0,pr,33.57,33.57
36503,2021-01-06 09:13:46,1427,pr_1622538826391987427,0.03,0.0,pr,42.809999999999995,42.809999999999995
141504,2021-01-06 09:21:46,48,pos_1622539305882611048,0.01,2.0,pos,0.48,2.48
4857,2021-01-06 09:22:26,797,pr_1622539345880239797,0.03,0.0,pr,23.91,23.91
121607,2021-01-06 09:27:16,1751,pr_1622539635775495751,0.03,0.0,pr,52.53,52.53
19054,2021-01-06 09:36:42,355,pr_1622540202287092355,0.03,0.0,pr,10.65,10.65
133187,2021-01-06 09:49:22,291,pr_1622540962244991291,0.03,0.0,pr,8.73,8.73
126606,2021-01-06 09:56:10,118,pp_1622541369540120118,0.025,2.0,pp,2.95,4.95
63084,2021-01-06 10:01:50,1599,pp_1622541710225373599,0.025,2.0,pp,39.975,41.975
92285,2021-01-06 10:03:40,163,pos_1622541820114795163,0.01,2.0,pos,1.6300000000000001,3.63
74768,2021-01-06 10:12:34,175,pos_1622542353640014175,0.01,2.0,pos,1.75,3.75
49307,2021-01-06 10:18:53,131,pos_1622542733151710131,0.01,2.0,pos,1.31,3.31
130126,2021-01-06 10:20:25,896,pr_1622542824850890896,0.03,0.0,pr,26.88,26.88
10942,2021-01-06 10:21:49,1173,pr_1622542909220935173,0.03,0.0,pr,35.19,35.19
27672,2021-01-06 10:25:08,270,pp_1622543107685726270,0.025,2.0,pp,6.75,8.75
60432,2021-01-06 10:35:46,214,pos_1622543746341164214,0.01,2.0,pos,2.14,4.140000000000001
40138,2021-01-06 10:38:47,910,pr_1622543926576267910,0.03,0.0,pr,27.3,27.3
92494,2021-01-06 10:42:08,1162,pr_1622544127536046162,0.03,0.0,pr,34.86,34.86
21212,2021-01-06 10:51:45,824,pr_1622544705257974824,0.03,0.0,pr,24.72,24.72
46226,2021-01-06 10:53:59,2015,pr_1622544838961821015,0.03,0.0,pr,60.449999999999996,60.449999999999996
135526,2021-01-06 10:54:47,1417,pp_1622544886684009417,0.025,2.0,pp,35.425000000000004,37.425000000000004
25330,2021-01-06 10:57:07,132,pos_1622545026994119132,0.01,2.0,pos,1.32,3.3200000000000003
108629,2021-01-06 11:06:57,582,pr_1622545617499000582,0.03,0.0,pr,17.46,17.46
27674,2021-01-06 11:09:37,1350,pp_1622545776788337350,0.025,2.0,pp,33.75,35.75
4195,2021-01-06 11:10:58,100,pos_1622545857783909100,0.01,2.0,pos,1.0,3.0
131460,2021-01-06 11:16:56,316,pr_1622546216301232316,0.03,0.0,pr,9.48,9.48
23779,2021-01-06 11:31:20,1617,pp_1622547079558471617,0.025,2.0,pp,40.425000000000004,42.425000000000004
110896,2021-01-06 11:49:21,765,pr_1622548160813989765,0.03,0.0,pr,22.95,22.95
123,2021-01-06 11:56:26,591,pr_1622548585568418591,0.03,0.0,pr,17.73,17.73
23196,2021-01-06 12:22:22,355,pr_1622550142164589355,0.03,0.0,pr,10.65,10.65
39983,2021-01-06 12:33:49,24,pos_1622550828597153024,0.01,2.0,pos,0.24,2.24
69907,2021-01-06 12:34:08,678,pr_1622550848171972678,0.03,0.0,pr,20.34,20.34
47595,2021-01-06 12:37:31,179,pos_1622551051118768179,0.01,2.0,pos,1.79,3.79
90359,2021-01-06 12:39:22,751,pr_1622551162484079751,0.03,0.0,pr,22.529999999999998,22.529999999999998
33367,2021-01-06 12:46:01,370,pp_1622551560774419370,0.025,2.0,pp,9.25,11.25
74593,2021-01-06 12:46:21,24,pos_1622551580987634024,0.01,2.0,pos,0.24,2.24
124650,2021-01-06 13:21:13,212,pr_1622553673497958212,0.03,0.0,pr,6.359999999999999,6.359999999999999
92807,2021-01-06 13:28:07,1413,pr_1622554086517647413,0.03,0.0,pr,42.39,42.39
232,2021-01-06 13:46:46,50,pos_1622555205996594050,0.01,2.0,pos,0.5,2.5
28653,2021-01-06 13:54:33,70,pos_1622555673205678070,0.01,2.0,pos,0.7000000000000001,2.7
35108,2021-01-06 13:58:02,438,pr_1622555881623619438,0.03,0.0,pr,13.139999999999999,13.139999999999999
19498,2021-01-06 14:02:24,1183,pr_1622556144373691183,0.03,0.0,pr,35.49,35.49
6625,2021-01-06 14:12:30,70,pos_1622556750470390070,0.01,2.0,pos,0.7000000000000001,2.7
137893,2021-01-06 14:23:11,915,pr_1622557391338518915,0.03,0.0,pr,27.45,27.45
73634,2021-01-06 14:31:19,131,pos_1622557878597393131,0.01,2.0,pos,1.31,3.31
108111,2021-01-06 14:31:54,1055,pp_1622557914356453055,0.025,2.0,pp,26.375,28.375
98612,2021-01-06 14:35:10,533,pp_1622558109732061533,0.025,2.0,pp,13.325000000000001,15.325000000000001
49656,2021-01-06 14:37:34,260,pr_1622558253513213260,0.03,0.0,pr,7.8,7.8
115370,2021-01-06 14:39:00,114,pos_1622558339578848114,0.01,2.0,pos,1.1400000000000001,3.14
66722,2021-01-06 14:43:36,51,pos_1622558616057428051,0.01,2.0,pos,0.51,2.51
101953,2021-01-06 14:49:55,54,pos_1622558995167524054,0.01,2.0,pos,0.54,2.54
27388,2021-01-06 14:53:48,16,pos_1622559228100607016,0.01,2.0,pos,0.16,2.16
21638,2021-01-06 15:15:55,17,pos_1622560555128277017,0.01,2.0,pos,0.17,2.17
35191,2021-01-06 15:39:23,951,pr_1622561963382519951,0.03,0.0,pr,28.529999999999998,28.529999999999998
86907,2021-01-06 15:53:19,114,pos_1622562799012202114,0.01,2.0,pos,1.1400000000000001,3.14
34513,2021-01-06 15:59:36,1221,pr_1622563175989948221,0.03,0.0,pr,36.629999999999995,36.629999999999995
97337,2021-01-06 16:00:49,417,pr_1622563249495789417,0.03,0.0,pr,12.51,12.51
55619,2021-01-06 16:13:43,7,pos_1622564022790693007,0.01,2.0,pos,0.07,2.07
6764,2021-01-06 16:38:15,811,pp_1622565494980844811,0.025,2.0,pp,20.275000000000002,22.275000000000002
124752,2021-01-06 16:43:11,122,pos_1622565791295211122,0.01,2.0,pos,1.22,3.2199999999999998
118333,2021-01-06 16:50:51,2162,pp_1622566251148211162,0.025,2.0,pp,54.050000000000004,56.050000000000004
73558,2021-01-06 17:05:04,1320,pr_1622567103660768320,0.03,0.0,pr,39.6,39.6
127707,2021-01-06 17:05:36,944,pp_1622567136386359944,0.025,2.0,pp,23.6,25.6
11898,2021-01-06 17:06:03,790,pp_1622567162949081790,0.025,2.0,pp,19.75,21.75
49464,2021-01-06 17:09:21,118,pr_1622567361273772118,0.03,0.0,pr,3.54,3.54
84395,2021-01-06 17:14:48,10,pos_1622567688137029010,0.01,2.0,pos,0.1,2.1
120075,2021-01-06 17:32:28,659,pr_1622568748121254659,0.03,0.0,pr,19.77,19.77
32933,2021-01-06 17:33:56,501,pr_1622568836104892501,0.03,0.0,pr,15.03,15.03
34581,2021-01-06 18:03:29,2015,pr_1622570608714387015,0.03,0.0,pr,60.449999999999996,60.449999999999996
80587,2021-01-06 18:03:53,811,pr_1622570632631321811,0.03,0.0,pr,24.33,24.33
42651,2021-01-06 18:05:33,1886,pr_1622570732608692886,0.03,0.0,pr,56.58,56.58
29625,2021-01-06 20:06:04,46,pos_1622577964105098046,0.01,2.0,pos,0.46,2.46
11887,2021-01-06 20:06:26,104,pr_1622577986065775104,0.03,0.0,pr,3.12,3.12
40636,2021-01-06 20:58:49,1213,pp_1622581129445445213,0.025,2.0,pp,30.325000000000003,32.325
77566,2021-01-06 22:25:33,643,pr_1622586333309303643,0.03,0.0,pr,19.29,19.29
68031,2021-01-07 00:32:18,465,pp_1625099538040813465,0.025,2.0,pp,11.625,13.625
113587,2021-01-07 01:04:47,790,pr_1625101486733564790,0.03,0.0,pr,23.7,23.7
20367,2021-01-07 01:43:11,110,pos_1625103791026576110,0.01,2.0,pos,1.1,3.1
39810,2021-01-07 03:17:21,427,pr_1625109441384942427,0.03,0.0,pr,12.809999999999999,12.809999999999999
116869,2021-01-07 04:25:48,302,pr_1625113547642163302,0.03,0.0,pr,9.06,9.06
132114,2021-01-07 04:35:16,192,pos_1625114115567877192,0.01,2.0,pos,1.92,3.92
53784,2021-01-07 05:16:00,220,pp_1625116559597589220,0.025,2.0,pp,5.5,7.5
127398,2021-01-07 05:32:33,26,pr_1625117552885555026,0.03,0.0,pr,0.78,0.78
47967,2021-01-07 05:42:50,275,pp_1625118170023834275,0.025,2.0,pp,6.875,8.875
134041,2021-01-07 07:00:45,41,pr_1625122845366350041,0.03,0.0,pr,1.23,1.23
2544,2021-01-07 07:07:54,1335,pr_1625123273851525335,0.03,0.0,pr,40.05,40.05
123808,2021-01-07 07:16:54,87,pos_1625123814019986087,0.01,2.0,pos,0.87,2.87
9004,2021-01-07 07:23:07,1472,pp_1625124186503415472,0.025,2.0,pp,36.800000000000004,38.800000000000004
42591,2021-01-07 07:44:13,315,pr_1625125452674810315,0.03,0.0,pr,9.45,9.45
11097,2021-01-07 07:55:02,40,pos_1625126102054301040,0.01,2.0,pos,0.4,2.4
140394,2021-01-07 08:03:37,95,pos_1625126617435988095,0.01,2.0,pos,0.9500000000000001,2.95
15400,2021-01-07 08:05:02,1785,pr_1625126701649690785,0.03,0.0,pr,53.55,53.55
61040,2021-01-07 08:11:11,68,pos_1625127070656573068,0.01,2.0,pos,0.68,2.68
133470,2021-01-07 08:26:11,426,pr_1625127971421680426,0.03,0.0,pr,12.78,12.78
16106,2021-01-07 08:52:16,657,pr_1625129536266296657,0.03,0.0,pr,19.71,19.71
2094,2021-01-07 09:02:12,151,pos_1625130132143249151,0.01,2.0,pos,1.51,3.51
23122,2021-01-07 09:12:55,96,pos_1625130775094134096,0.01,2.0,pos,0.96,2.96
58559,2021-01-07 09:21:30,299,pr_1625131289559276299,0.03,0.0,pr,8.969999999999999,8.969999999999999
63756,2021-01-07 09:24:32,694,pr_1625131472185326694,0.03,0.0,pr,20.82,20.82
90540,2021-01-07 09:33:46,255,pr_1625132026167397255,0.03,0.0,pr,7.6499999999999995,7.6499999999999995
57946,2021-01-07 09:53:54,34,pos_1625133234459529034,0.01,2.0,pos,0.34,2.34
42249,2021-01-07 10:07:28,203,pos_1625134048391391203,0.01,2.0,pos,2.0300000000000002,4.03
116093,2021-01-07 10:40:51,49,pos_1625136050675399049,0.01,2.0,pos,0.49,2.49
22059,2021-01-07 10:43:10,790,pr_1625136189926656790,0.03,0.0,pr,23.7,23.7
16115,2021-01-07 10:44:34,88,pos_1625136274490238088,0.01,2.0,pos,0.88,2.88
6733,2021-01-07 10:51:27,32,pos_1625136687061638032,0.01,2.0,pos,0.32,2.32
24170,2021-01-07 11:02:32,27,pos_1625137352201394027,0.01,2.0,pos,0.27,2.27
126727,2021-01-07 11:13:02,1224,pr_1625137982433398224,0.03,0.0,pr,36.72,36.72
34100,2021-01-07 11:36:12,230,pp_1625139371979295230,0.025,2.0,pp,5.75,7.75
55873,2021-01-07 11:59:14,1949,pr_1625140754269005949,0.03,0.0,pr,58.47,58.47
133837,2021-01-07 12:17:47,344,pr_1625141867371232344,0.03,0.0,pr,10.32,10.32
59307,2021-01-07 12:25:57,186,pos_1625142357089542186,0.01,2.0,pos,1.86,3.8600000000000003
22140,2021-01-07 12:28:21,62,pr_1625142501013512062,0.03,0.0,pr,1.8599999999999999,1.8599999999999999
42783,2021-01-07 12:44:37,1925,pr_1625143477374648925,0.03,0.0,pr,57.75,57.75
83628,2021-01-07 12:53:38,752,pr_1625144018256386752,0.03,0.0,pr,22.56,22.56
78017,2021-01-07 12:56:12,2028,pr_1625144171651383028,0.03,0.0,pr,60.839999999999996,60.839999999999996
100569,2021-01-07 12:58:55,1318,pr_1625144334627205318,0.03,0.0,pr,39.54,39.54
73791,2021-01-07 13:02:52,86,pp_1625144572161506086,0.025,2.0,pp,2.15,4.15
101284,2021-01-07 13:12:40,1046,pr_1625145160189421046,0.03,0.0,pr,31.38,31.38
104951,2021-01-07 13:40:33,163,pos_1625146833229408163,0.01,2.0,pos,1.6300000000000001,3.63
57495,2021-01-07 13:51:02,36,pr_1625147461613321036,0.03,0.0,pr,1.08,1.08
141605,2021-01-07 13:54:03,287,pp_1625147642550790287,0.025,2.0,pp,7.175000000000001,9.175
125333,2021-01-07 14:07:23,177,pos_1625148443076912177,0.01,2.0,pos,1.77,3.77
3574,2021-01-07 14:20:48,165,pos_1625149248478263165,0.01,2.0,pos,1.6500000000000001,3.6500000000000004
134368,2021-01-07 14:23:01,1536,pr_1625149380773901536,0.03,0.0,pr,46.08,46.08
138133,2021-01-07 14:43:35,777,pr_1625150614725691777,0.03,0.0,pr,23.31,23.31
90967,2021-01-07 14:43:41,1488,pp_1625150621404923488,0.025,2.0,pp,37.2,39.2
22290,2021-01-07 14:46:16,1172,pr_1625150776206506172,0.03,0.0,pr,35.16,35.16
122077,2021-01-07 14:49:45,5,pr_1625150985406163005,0.03,0.0,pr,0.15,0.15
93963,2021-01-07 14:55:59,1469,pp_1625151359083860469,0.025,2.0,pp,36.725,38.725
114374,2021-01-07 15:04:58,1189,pr_1625151897983043189,0.03,0.0,pr,35.67,35.67
18776,2021-01-07 15:39:59,93,pos_1625153999111625093,0.01,2.0,pos,0.93,2.93
79365,2021-01-07 15:49:07,491,pr_1625154547499643491,0.03,0.0,pr,14.729999999999999,14.729999999999999
38141,2021-01-07 15:49:21,722,pr_1625154561129780722,0.03,0.0,pr,21.66,21.66
133650,2021-01-07 15:51:15,158,pos_1625154675036128158,0.01,2.0,pos,1.58,3.58
7257,2021-01-07 16:15:37,2275,pr_1625156136671411275,0.03,0.0,pr,68.25,68.25
77937,2021-01-07 16:52:39,134,pos_1625158359089789134,0.01,2.0,pos,1.34,3.34
69243,2021-01-07 17:53:03,1883,pp_1625161983032253883,0.025,2.0,pp,47.075,49.075
10321,2021-01-07 17:59:34,1366,pp_1625162374047398366,0.025,2.0,pp,34.15,36.15
86390,2021-01-07 18:55:22,274,pr_1625165722050129274,0.03,0.0,pr,8.219999999999999,8.219999999999999
56162,2021-01-07 19:19:32,864,pr_1625167171866199864,0.03,0.0,pr,25.919999999999998,25.919999999999998
84818,2021-01-07 20:04:59,251,pos_1625169899170515251,0.01,2.0,pos,2.5100000000000002,4.51
57439,2021-01-07 21:36:00,125,pos_1625175359609241125,0.01,2.0,pos,1.25,3.25
60945,2021-01-08 01:32:38,495,pp_1627781557791452495,0.025,2.0,pp,12.375,14.375
117890,2021-01-08 01:37:37,1522,pr_1627781856511871522,0.03,0.0,pr,45.66,45.66
79458,2021-01-08 02:01:17,264,pos_1627783276963838264,0.01,2.0,pos,2.64,4.640000000000001
140195,2021-01-08 02:10:46,1226,pp_1627783845873267226,0.025,2.0,pp,30.650000000000002,32.650000000000006
130301,2021-01-08 02:20:13,960,pr_1627784413379198960,0.03,0.0,pr,28.799999999999997,28.799999999999997
94511,2021-01-08 03:03:58,119,pos_1627787037801263119,0.01,2.0,pos,1.19,3.19
6979,2021-01-08 03:55:01,131,pr_1627790100790503131,0.03,0.0,pr,3.9299999999999997,3.9299999999999997
90286,2021-01-08 04:11:02,1520,pr_1627791062292142520,0.03,0.0,pr,45.6,45.6
43721,2021-01-08 04:57:04,908,pr_1627793823955077908,0.03,0.0,pr,27.24,27.24
40246,2021-01-08 05:04:29,881,pr_1627794269227853881,0.03,0.0,pr,26.43,26.43
33597,2021-01-08 05:48:13,2001,pp_1627796892557771001,0.025,2.0,pp,50.025000000000006,52.025000000000006
80681,2021-01-08 05:50:15,1685,pp_1627797014557713685,0.025,2.0,pp,42.125,44.125
138188,2021-01-08 05:59:11,295,pp_1627797551341550295,0.025,2.0,pp,7.375,9.375
59453,2021-01-08 05:59:47,683,pp_1627797587164122683,0.025,2.0,pp,17.075,19.075
134671,2021-01-08 06:25:50,179,pr_1627799150186442179,0.03,0.0,pr,5.37,5.37
82061,2021-01-08 06:29:12,2149,pr_1627799352464651149,0.03,0.0,pr,64.47,64.47
32844,2021-01-08 06:43:54,790,pr_1627800233937812790,0.03,0.0,pr,23.7,23.7
66809,2021-01-08 06:43:59,919,pp_1627800239039941919,0.025,2.0,pp,22.975,24.975
18747,2021-01-08 06:44:02,2102,pr_1627800241807950102,0.03,0.0,pr,63.059999999999995,63.059999999999995
51769,2021-01-08 06:48:17,1558,pr_1627800496983328558,0.03,0.0,pr,46.739999999999995,46.739999999999995
70012,2021-01-08 06:51:04,951,pr_1627800664137511951,0.03,0.0,pr,28.529999999999998,28.529999999999998
71076,2021-01-08 06:55:48,96,pos_1627800947851933096,0.01,2.0,pos,0.96,2.96
36763,2021-01-08 07:08:41,2948,pr_1627801720906151948,0.03,0.0,pr,88.44,88.44
130835,2021-01-08 07:12:39,1275,pr_1627801959357826275,0.03,0.0,pr,38.25,38.25
3226,2021-01-08 07:20:15,1966,pr_1627802414956099966,0.03,0.0,pr,58.98,58.98
130529,2021-01-08 07:27:37,247,pos_1627802856827253247,0.01,2.0,pos,2.47,4.470000000000001
117204,2021-01-08 07:56:41,275,pos_1627804600666837275,0.01,2.0,pos,2.75,4.75
90048,2021-01-08 08:15:40,961,pr_1627805739619938961,0.03,0.0,pr,28.83,28.83
10364,2021-01-08 08:16:06,1055,pp_1627805766140220055,0.025,2.0,pp,26.375,28.375
75423,2021-01-08 08:16:23,121,pos_1627805783266752121,0.01,2.0,pos,1.21,3.21
132777,2021-01-08 08:24:19,148,pos_1627806258597650148,0.01,2.0,pos,1.48,3.48
101650,2021-01-08 08:33:44,2243,pr_1627806824392400243,0.03,0.0,pr,67.28999999999999,67.28999999999999
104280,2021-01-08 08:34:10,831,pr_1627806850452256831,0.03,0.0,pr,24.93,24.93
125689,2021-01-08 08:38:27,112,pos_1627807106980801112,0.01,2.0,pos,1.12,3.12
